no_correlativo,cantidad_pxs_outbound,vuelo_con_equipaje_priority_pxs,cantidad_equipaje_priority_local_red_pxs,cantidad_equipaje_priority_fisica_rampa_pxs,observaciones_equipaje_priority_pxs,demora_puntualidad_responsabilidad_laats_pxs,codigos_demoras_puntualidad_laats_pxs,cantidad_demoras_puntialidad_laats_pxs,minutos_total_demora_pxs,observaciones_demora_puntualidad_laats_pxs,codigo_mbr_responsabilidad_laats_pxs,codigos_mbr_pxs,cantidad_codigos_mbr_pxs,observaciones_mbr_pxs,demora_puntualidad_responsabilidad_laats_sap,codigos_demoras_puntualidad_laats_sap,cantidad_demoras_puntialidad_laats_sap,minutos_total_demora_sap,observaciones_demora_puntualidad_laats_sap,codigo_mbr_responsabilidad_laats_sap,codigos_mbr_sap,cantidad_codigos_mbr_sap,observaciones_mbr_sap,self_audit,caso_documentacion,cantidad_casos_documentacion,observaciones_casos_documentacion,peso_balance,cantidad_saqueo_equipaje,cantidad_dano_equipaje,cargado_equipaje_prioritario_correctamente,self_audit_sap,diferencia_equipajes_priority_RED_y_Fisicas,vuelo_fue_cargado_correctamente,cantidad_demora_equipaje,ubicacion_equipaje_priority_local_red_pxs,ubicacion_equipaje_fisicas_rampa_pxs,coinciden_cantidad_equipaje_red_fisica,diferencia_red_fisicas_esta_misma
665,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
666,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
667,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
668,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
669,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
670,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
671,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
672,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
673,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
674,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
675,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
676,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
677,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
710,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
711,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
712,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
713,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
714,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
715,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
786,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
787,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
788,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
789,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
790,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
791,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
792,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
793,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
794,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
795,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
796,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
797,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
798,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
799,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
800,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
801,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
802,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
803,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
804,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
805,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
806,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
807,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
808,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
809,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
810,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
811,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
812,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
813,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
934,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
935,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
936,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
937,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
938,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
939,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
940,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
941,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
942,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
943,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
944,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
945,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
946,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
947,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
948,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
949,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1216,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1217,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1218,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1219,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1220,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1221,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1222,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1223,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1224,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1225,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1226,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1227,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1228,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1229,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1230,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1231,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1232,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1233,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1234,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1235,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1236,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1237,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1238,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1239,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1240,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1241,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1242,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1243,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1244,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1325,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1326,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1327,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1328,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1329,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1330,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1331,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1332,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1333,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1334,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1335,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1336,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1337,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
1338,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
